,:START_ID,:END_ID,relation,:TYPE
114,HN3126,ETCM_disease_id_1075,disease_is,disease
115,HN3126,ETCM_disease_id_1205,disease_is,disease
116,HN3126,ETCM_disease_id_798,disease_is,disease
117,HN3126,ETCM_disease_id_2122,disease_is,disease
118,HN3126,ETCM_disease_id_3936,disease_is,disease
119,HN3126,ETCM_disease_id_1668,disease_is,disease
120,HN3126,ETCM_disease_id_702,disease_is,disease
121,HN3126,ETCM_disease_id_3689,disease_is,disease
122,HN3126,ETCM_disease_id_792,disease_is,disease
123,HN3126,ETCM_disease_id_1625,disease_is,disease
124,HN3126,ETCM_disease_id_2191,disease_is,disease
125,HN3126,ETCM_disease_id_2855,disease_is,disease
126,HN3126,ETCM_disease_id_2327,disease_is,disease
127,HN3126,ETCM_disease_id_249,disease_is,disease
128,HN3126,ETCM_disease_id_3630,disease_is,disease
129,HN3126,ETCM_disease_id_678,disease_is,disease
130,HN3126,ETCM_disease_id_2683,disease_is,disease
131,HN3126,ETCM_disease_id_376,disease_is,disease
132,HN3126,ETCM_disease_id_3469,disease_is,disease
133,HN3126,ETCM_disease_id_1487,disease_is,disease
134,HN3126,ETCM_disease_id_1589,disease_is,disease
135,HN3126,ETCM_disease_id_3585,disease_is,disease
136,HN3126,ETCM_disease_id_3913,disease_is,disease
137,HN3126,ETCM_disease_id_1237,disease_is,disease
138,HN3126,ETCM_disease_id_4259,disease_is,disease
139,HN3126,ETCM_disease_id_1582,disease_is,disease
140,HN3126,ETCM_disease_id_1429,disease_is,disease
141,HN3126,ETCM_disease_id_4121,disease_is,disease
142,HN3126,ETCM_disease_id_3000,disease_is,disease
143,HN3126,ETCM_disease_id_1265,disease_is,disease
144,HN3126,ETCM_disease_id_3024,disease_is,disease
145,HN3126,ETCM_disease_id_393,disease_is,disease
146,HN3126,ETCM_disease_id_1564,disease_is,disease
147,HN3126,ETCM_disease_id_697,disease_is,disease
148,HN3126,ETCM_disease_id_942,disease_is,disease
149,HN3126,ETCM_disease_id_3533,disease_is,disease
150,HN3126,ETCM_disease_id_3077,disease_is,disease
151,HN3126,ETCM_disease_id_2899,disease_is,disease
152,HN3126,ETCM_disease_id_3006,disease_is,disease
153,HN3126,ETCM_disease_id_1414,disease_is,disease
154,HN3126,ETCM_disease_id_3729,disease_is,disease
155,HN3126,ETCM_disease_id_3664,disease_is,disease
156,HN3126,ETCM_disease_id_2867,disease_is,disease
157,HN3126,ETCM_disease_id_3255,disease_is,disease
158,HN3126,ETCM_disease_id_3142,disease_is,disease
159,HN3126,ETCM_disease_id_3447,disease_is,disease
160,HN3126,ETCM_disease_id_917,disease_is,disease
161,HN3126,ETCM_disease_id_1581,disease_is,disease
162,HN3126,ETCM_disease_id_3682,disease_is,disease
163,HN3126,ETCM_disease_id_3749,disease_is,disease
164,HN3126,ETCM_disease_id_2931,disease_is,disease
165,HN3126,ETCM_disease_id_1185,disease_is,disease
166,HN3126,ETCM_disease_id_416,disease_is,disease
167,HN3126,ETCM_disease_id_2011,disease_is,disease
168,HN3126,ETCM_disease_id_360,disease_is,disease
169,HN3126,ETCM_disease_id_403,disease_is,disease
170,HN3126,ETCM_disease_id_3684,disease_is,disease
171,HN3126,ETCM_disease_id_3908,disease_is,disease
172,HN3126,ETCM_disease_id_2087,disease_is,disease
173,HN3126,ETCM_disease_id_375,disease_is,disease
174,HN3126,ETCM_disease_id_2662,disease_is,disease
175,HN3126,ETCM_disease_id_2900,disease_is,disease
176,HN3126,ETCM_disease_id_1026,disease_is,disease
177,HN3126,ETCM_disease_id_3215,disease_is,disease
178,HN3126,ETCM_disease_id_1963,disease_is,disease
179,HN3126,ETCM_disease_id_3301,disease_is,disease
180,HN3126,ETCM_disease_id_528,disease_is,disease
181,HN3126,ETCM_disease_id_3975,disease_is,disease
182,HN3126,ETCM_disease_id_4158,disease_is,disease
183,HN3126,ETCM_disease_id_3701,disease_is,disease
184,HN3126,ETCM_disease_id_4123,disease_is,disease
185,HN3126,ETCM_disease_id_46,disease_is,disease
186,HN3126,ETCM_disease_id_1874,disease_is,disease
187,HN3126,ETCM_disease_id_4285,disease_is,disease
188,HN3126,ETCM_disease_id_3085,disease_is,disease
189,HN3126,ETCM_disease_id_3608,disease_is,disease
190,HN3126,ETCM_disease_id_422,disease_is,disease
191,HN3126,ETCM_disease_id_2987,disease_is,disease
192,HN3126,ETCM_disease_id_1426,disease_is,disease
193,HN3126,ETCM_disease_id_1217,disease_is,disease
194,HN3126,ETCM_disease_id_3851,disease_is,disease
195,HN3126,ETCM_disease_id_1327,disease_is,disease
196,HN3126,ETCM_disease_id_135,disease_is,disease
197,HN3126,ETCM_disease_id_1054,disease_is,disease
198,HN3126,ETCM_disease_id_3199,disease_is,disease
199,HN3126,ETCM_disease_id_222,disease_is,disease
200,HN3126,ETCM_disease_id_3170,disease_is,disease
201,HN3126,ETCM_disease_id_2861,disease_is,disease
202,HN3126,ETCM_disease_id_2757,disease_is,disease
203,HN3126,ETCM_disease_id_3889,disease_is,disease
204,HN3126,ETCM_disease_id_1458,disease_is,disease
205,HN3126,ETCM_disease_id_3676,disease_is,disease
206,HN3126,ETCM_disease_id_2332,disease_is,disease
207,HN3126,ETCM_disease_id_188,disease_is,disease
208,HN3126,ETCM_disease_id_1334,disease_is,disease
209,HN3126,ETCM_disease_id_3150,disease_is,disease
210,HN3126,ETCM_disease_id_2581,disease_is,disease
211,HN3126,ETCM_disease_id_1810,disease_is,disease
212,HN3126,ETCM_disease_id_3027,disease_is,disease
213,HN3126,ETCM_disease_id_4110,disease_is,disease
214,HN3126,ETCM_disease_id_579,disease_is,disease
215,HN3126,ETCM_disease_id_1942,disease_is,disease
216,HN3126,ETCM_disease_id_2922,disease_is,disease
217,HN3126,ETCM_disease_id_4187,disease_is,disease
218,HN3126,ETCM_disease_id_548,disease_is,disease
219,HN3126,ETCM_disease_id_3064,disease_is,disease
220,HN3126,ETCM_disease_id_1557,disease_is,disease
221,HN3126,ETCM_disease_id_894,disease_is,disease
222,HN3126,ETCM_disease_id_327,disease_is,disease
223,HN3126,ETCM_disease_id_3769,disease_is,disease
224,HN3126,ETCM_disease_id_1987,disease_is,disease
225,HN3126,ETCM_disease_id_1498,disease_is,disease
226,HN3126,ETCM_disease_id_1715,disease_is,disease
227,HN3126,ETCM_disease_id_1090,disease_is,disease
228,HN3126,ETCM_disease_id_2394,disease_is,disease
229,HN3126,ETCM_disease_id_2699,disease_is,disease
230,HN3126,ETCM_disease_id_3508,disease_is,disease
231,HN3126,ETCM_disease_id_3052,disease_is,disease
232,HN3126,ETCM_disease_id_2111,disease_is,disease
233,HN3126,ETCM_disease_id_3653,disease_is,disease
234,HN3126,ETCM_disease_id_2606,disease_is,disease
235,HN3126,ETCM_disease_id_2481,disease_is,disease
236,HN3126,ETCM_disease_id_2253,disease_is,disease
237,HN3126,ETCM_disease_id_239,disease_is,disease
238,HN3126,ETCM_disease_id_2129,disease_is,disease
239,HN3126,ETCM_disease_id_1734,disease_is,disease
240,HN3126,ETCM_disease_id_3897,disease_is,disease
241,HN3126,ETCM_disease_id_223,disease_is,disease
242,HN3126,ETCM_disease_id_3822,disease_is,disease
243,HN3126,ETCM_disease_id_404,disease_is,disease
244,HN3126,ETCM_disease_id_3807,disease_is,disease
245,HN3126,ETCM_disease_id_2696,disease_is,disease
246,HN3126,ETCM_disease_id_2561,disease_is,disease
247,HN3126,ETCM_disease_id_392,disease_is,disease
248,HN3126,ETCM_disease_id_1798,disease_is,disease
249,HN3126,ETCM_disease_id_3115,disease_is,disease
250,HN3126,ETCM_disease_id_3022,disease_is,disease
251,HN3126,ETCM_disease_id_1460,disease_is,disease
252,HN3126,ETCM_disease_id_1529,disease_is,disease
253,HN3126,ETCM_disease_id_1836,disease_is,disease
254,HN3126,ETCM_disease_id_12,disease_is,disease
255,HN3126,ETCM_disease_id_1341,disease_is,disease
256,HN3126,ETCM_disease_id_2334,disease_is,disease
257,HN3126,ETCM_disease_id_759,disease_is,disease
258,HN3126,ETCM_disease_id_721,disease_is,disease
259,HN3126,ETCM_disease_id_1985,disease_is,disease
260,HN3126,ETCM_disease_id_1175,disease_is,disease
261,HN3126,ETCM_disease_id_2989,disease_is,disease
262,HN3126,ETCM_disease_id_3879,disease_is,disease
263,HN3126,ETCM_disease_id_1164,disease_is,disease
264,HN3126,ETCM_disease_id_4120,disease_is,disease
265,HN3126,ETCM_disease_id_3217,disease_is,disease
266,HN3126,ETCM_disease_id_3693,disease_is,disease
267,HN3126,ETCM_disease_id_1362,disease_is,disease
268,HN3126,ETCM_disease_id_2617,disease_is,disease
269,HN3126,ETCM_disease_id_2854,disease_is,disease
270,HN3126,ETCM_disease_id_2963,disease_is,disease
271,HN3126,ETCM_disease_id_3435,disease_is,disease
272,HN3126,ETCM_disease_id_4067,disease_is,disease
273,HN3126,ETCM_disease_id_818,disease_is,disease
274,HN3126,ETCM_disease_id_693,disease_is,disease
275,HN3126,ETCM_disease_id_2884,disease_is,disease
276,HN3126,ETCM_disease_id_1270,disease_is,disease
277,HN3126,ETCM_disease_id_948,disease_is,disease
278,HN3126,ETCM_disease_id_1476,disease_is,disease
279,HN3126,ETCM_disease_id_682,disease_is,disease
280,HN3126,ETCM_disease_id_2882,disease_is,disease
281,HN3126,ETCM_disease_id_2565,disease_is,disease
282,HN3126,ETCM_disease_id_2080,disease_is,disease
283,HN3126,ETCM_disease_id_823,disease_is,disease
284,HN3126,ETCM_disease_id_296,disease_is,disease
285,HN3126,ETCM_disease_id_2960,disease_is,disease
286,HN3126,ETCM_disease_id_2840,disease_is,disease
287,HN3126,ETCM_disease_id_1200,disease_is,disease
288,HN3126,ETCM_disease_id_586,disease_is,disease
289,HN3126,ETCM_disease_id_3786,disease_is,disease
290,HN3126,ETCM_disease_id_2105,disease_is,disease
291,HN3126,ETCM_disease_id_1095,disease_is,disease
292,HN3126,ETCM_disease_id_2809,disease_is,disease
293,HN3126,ETCM_disease_id_3538,disease_is,disease
294,HN3126,ETCM_disease_id_1532,disease_is,disease
295,HN3126,ETCM_disease_id_1841,disease_is,disease
296,HN3126,ETCM_disease_id_1588,disease_is,disease
297,HN3126,ETCM_disease_id_95,disease_is,disease
298,HN3126,ETCM_disease_id_1479,disease_is,disease
299,HN3126,ETCM_disease_id_575,disease_is,disease
300,HN3126,ETCM_disease_id_3130,disease_is,disease
301,HN3126,ETCM_disease_id_3983,disease_is,disease
302,HN3126,ETCM_disease_id_3933,disease_is,disease
303,HN3126,ETCM_disease_id_3196,disease_is,disease
304,HN3126,ETCM_disease_id_2174,disease_is,disease
305,HN3126,ETCM_disease_id_2093,disease_is,disease
306,HN3126,ETCM_disease_id_1021,disease_is,disease
307,HN3126,ETCM_disease_id_1545,disease_is,disease
308,HN3126,ETCM_disease_id_4145,disease_is,disease
309,HN3126,ETCM_disease_id_2166,disease_is,disease
310,HN3126,ETCM_disease_id_611,disease_is,disease
311,HN3126,ETCM_disease_id_410,disease_is,disease
312,HN3126,ETCM_disease_id_34,disease_is,disease
313,HN3126,ETCM_disease_id_1166,disease_is,disease
314,HN3126,ETCM_disease_id_1834,disease_is,disease
315,HN3126,ETCM_disease_id_1943,disease_is,disease
316,HN3126,ETCM_disease_id_3773,disease_is,disease
317,HN3126,ETCM_disease_id_1421,disease_is,disease
318,HN3126,ETCM_disease_id_2112,disease_is,disease
319,HN3126,ETCM_disease_id_1207,disease_is,disease
320,HN3126,ETCM_disease_id_150,disease_is,disease
321,HN3126,ETCM_disease_id_782,disease_is,disease
322,HN3126,ETCM_disease_id_2440,disease_is,disease
323,HN3126,ETCM_disease_id_1865,disease_is,disease
324,HN3126,ETCM_disease_id_532,disease_is,disease
325,HN3126,ETCM_disease_id_1824,disease_is,disease
326,HN3126,ETCM_disease_id_642,disease_is,disease
327,HN3126,ETCM_disease_id_1691,disease_is,disease
328,HN3126,ETCM_disease_id_970,disease_is,disease
329,HN3126,ETCM_disease_id_2858,disease_is,disease
330,HN3126,ETCM_disease_id_878,disease_is,disease
331,HN3126,ETCM_disease_id_411,disease_is,disease
332,HN3126,ETCM_disease_id_1281,disease_is,disease
333,HN3126,ETCM_disease_id_2211,disease_is,disease
334,HN3126,ETCM_disease_id_736,disease_is,disease
335,HN3126,ETCM_disease_id_2117,disease_is,disease
336,HN3126,ETCM_disease_id_2916,disease_is,disease
337,HN3126,ETCM_disease_id_2823,disease_is,disease
338,HN3126,ETCM_disease_id_1125,disease_is,disease
339,HN3126,ETCM_disease_id_1950,disease_is,disease
340,HN3126,ETCM_disease_id_461,disease_is,disease
341,HN3126,ETCM_disease_id_493,disease_is,disease
342,HN3126,ETCM_disease_id_2600,disease_is,disease
343,HN3126,ETCM_disease_id_2294,disease_is,disease
344,HN3126,ETCM_disease_id_636,disease_is,disease
345,HN3126,ETCM_disease_id_3556,disease_is,disease
346,HN3126,ETCM_disease_id_4181,disease_is,disease
347,HN3126,ETCM_disease_id_1895,disease_is,disease
348,HN3126,ETCM_disease_id_3491,disease_is,disease
349,HN3126,ETCM_disease_id_1071,disease_is,disease
350,HN3126,ETCM_disease_id_1348,disease_is,disease
351,HN3126,ETCM_disease_id_3898,disease_is,disease
352,HN3126,ETCM_disease_id_2852,disease_is,disease
353,HN3126,ETCM_disease_id_4087,disease_is,disease
354,HN3126,ETCM_disease_id_2827,disease_is,disease
355,HN3126,ETCM_disease_id_4086,disease_is,disease
356,HN3126,ETCM_disease_id_322,disease_is,disease
357,HN3126,ETCM_disease_id_1975,disease_is,disease
358,HN3126,ETCM_disease_id_1983,disease_is,disease
359,HN3126,ETCM_disease_id_2181,disease_is,disease
360,HN3126,ETCM_disease_id_2138,disease_is,disease
361,HN3126,ETCM_disease_id_1283,disease_is,disease
362,HN3126,ETCM_disease_id_1644,disease_is,disease
363,HN3126,ETCM_disease_id_232,disease_is,disease
364,HN3126,ETCM_disease_id_1853,disease_is,disease
365,HN3126,ETCM_disease_id_463,disease_is,disease
366,HN3126,ETCM_disease_id_2604,disease_is,disease
367,HN3126,ETCM_disease_id_599,disease_is,disease
368,HN3126,ETCM_disease_id_2492,disease_is,disease
369,HN3126,ETCM_disease_id_3412,disease_is,disease
370,HN3126,ETCM_disease_id_4059,disease_is,disease
371,HN3126,ETCM_disease_id_957,disease_is,disease
372,HN3126,ETCM_disease_id_4033,disease_is,disease
373,HN3126,ETCM_disease_id_3213,disease_is,disease
374,HN3126,ETCM_disease_id_660,disease_is,disease
375,HN3126,ETCM_disease_id_1633,disease_is,disease
376,HN3126,ETCM_disease_id_357,disease_is,disease
377,HN3126,ETCM_disease_id_451,disease_is,disease
378,HN3126,ETCM_disease_id_4063,disease_is,disease
379,HN3126,ETCM_disease_id_3304,disease_is,disease
380,HN3126,ETCM_disease_id_3668,disease_is,disease
381,HN3126,ETCM_disease_id_2661,disease_is,disease
382,HN3126,ETCM_disease_id_1662,disease_is,disease
383,HN3126,ETCM_disease_id_2656,disease_is,disease
384,HN3126,ETCM_disease_id_3883,disease_is,disease
385,HN3126,ETCM_disease_id_4229,disease_is,disease
386,HN3126,ETCM_disease_id_3876,disease_is,disease
387,HN3126,ETCM_disease_id_387,disease_is,disease
388,HN3126,ETCM_disease_id_2909,disease_is,disease
389,HN3126,ETCM_disease_id_939,disease_is,disease
390,HN3126,ETCM_disease_id_676,disease_is,disease
391,HN3126,ETCM_disease_id_733,disease_is,disease
392,HN3126,ETCM_disease_id_3576,disease_is,disease
393,HN3126,ETCM_disease_id_3978,disease_is,disease
394,HN3126,ETCM_disease_id_1600,disease_is,disease
395,HN3126,ETCM_disease_id_4206,disease_is,disease
396,HN3126,ETCM_disease_id_1112,disease_is,disease
397,HN3126,ETCM_disease_id_4211,disease_is,disease
398,HN3126,ETCM_disease_id_960,disease_is,disease
399,HN3126,ETCM_disease_id_1222,disease_is,disease
400,HN3126,ETCM_disease_id_975,disease_is,disease
401,HN3126,ETCM_disease_id_701,disease_is,disease
402,HN3126,ETCM_disease_id_2643,disease_is,disease
403,HN3126,ETCM_disease_id_2051,disease_is,disease
404,HN3126,ETCM_disease_id_1813,disease_is,disease
405,HN3126,ETCM_disease_id_1826,disease_is,disease
406,HN3126,ETCM_disease_id_1885,disease_is,disease
407,HN3126,ETCM_disease_id_3583,disease_is,disease
408,HN3126,ETCM_disease_id_1745,disease_is,disease
409,HN3126,ETCM_disease_id_1229,disease_is,disease
410,HN3126,ETCM_disease_id_2981,disease_is,disease
411,HN3126,ETCM_disease_id_3660,disease_is,disease
412,HN3126,ETCM_disease_id_1914,disease_is,disease
413,HN3126,ETCM_disease_id_1325,disease_is,disease
414,HN3126,ETCM_disease_id_3143,disease_is,disease
415,HN3126,ETCM_disease_id_998,disease_is,disease
416,HN3126,ETCM_disease_id_369,disease_is,disease
417,HN3126,ETCM_disease_id_4107,disease_is,disease
418,HN3126,ETCM_disease_id_3119,disease_is,disease
419,HN3126,ETCM_disease_id_2467,disease_is,disease
420,HN3126,ETCM_disease_id_2856,disease_is,disease
421,HN3126,ETCM_disease_id_262,disease_is,disease
422,HN3126,ETCM_disease_id_3011,disease_is,disease
423,HN3126,ETCM_disease_id_876,disease_is,disease
424,HN3126,ETCM_disease_id_2859,disease_is,disease
425,HN3126,ETCM_disease_id_622,disease_is,disease
426,HN3126,ETCM_disease_id_191,disease_is,disease
427,HN3126,ETCM_disease_id_3083,disease_is,disease
428,HN3126,ETCM_disease_id_1577,disease_is,disease
429,HN3126,ETCM_disease_id_2414,disease_is,disease
430,HN3126,ETCM_disease_id_544,disease_is,disease
431,HN3126,ETCM_disease_id_15,disease_is,disease
432,HN3126,ETCM_disease_id_2655,disease_is,disease
433,HN3126,ETCM_disease_id_1801,disease_is,disease
434,HN3126,ETCM_disease_id_923,disease_is,disease
435,HN3126,ETCM_disease_id_2594,disease_is,disease
436,HN3126,ETCM_disease_id_2659,disease_is,disease
437,HN3126,ETCM_disease_id_1517,disease_is,disease
438,HN3126,ETCM_disease_id_3108,disease_is,disease
439,HN3126,ETCM_disease_id_1323,disease_is,disease
440,HN3126,ETCM_disease_id_2358,disease_is,disease
441,HN3126,ETCM_disease_id_3173,disease_is,disease
442,HN3126,ETCM_disease_id_3915,disease_is,disease
443,HN3126,ETCM_disease_id_482,disease_is,disease
444,HN3126,ETCM_disease_id_2615,disease_is,disease
445,HN3126,ETCM_disease_id_571,disease_is,disease
446,HN3126,ETCM_disease_id_3242,disease_is,disease
447,HN3126,ETCM_disease_id_251,disease_is,disease
448,HN3126,ETCM_disease_id_977,disease_is,disease
449,HN3126,ETCM_disease_id_919,disease_is,disease
450,HN3126,ETCM_disease_id_2187,disease_is,disease
451,HN3126,ETCM_disease_id_3979,disease_is,disease
452,HN3126,ETCM_disease_id_503,disease_is,disease
453,HN3126,ETCM_disease_id_136,disease_is,disease
454,HN3126,ETCM_disease_id_3582,disease_is,disease
455,HN3126,ETCM_disease_id_3116,disease_is,disease
456,HN3126,ETCM_disease_id_4140,disease_is,disease
457,HN3126,ETCM_disease_id_779,disease_is,disease
458,HN3126,ETCM_disease_id_3121,disease_is,disease
459,HN3126,ETCM_disease_id_1083,disease_is,disease
460,HN3126,ETCM_disease_id_3687,disease_is,disease
461,HN3126,ETCM_disease_id_1329,disease_is,disease
462,HN3126,ETCM_disease_id_3214,disease_is,disease
463,HN3126,ETCM_disease_id_292,disease_is,disease
464,HN3126,ETCM_disease_id_910,disease_is,disease
465,HN3126,ETCM_disease_id_1383,disease_is,disease
466,HN3126,ETCM_disease_id_2918,disease_is,disease
467,HN3126,ETCM_disease_id_490,disease_is,disease
468,HN3126,ETCM_disease_id_2373,disease_is,disease
469,HN3126,ETCM_disease_id_3691,disease_is,disease
470,HN3126,ETCM_disease_id_378,disease_is,disease
471,HN3126,ETCM_disease_id_3478,disease_is,disease
472,HN3126,ETCM_disease_id_725,disease_is,disease
473,HN3126,ETCM_disease_id_1700,disease_is,disease
474,HN3126,ETCM_disease_id_281,disease_is,disease
475,HN3126,ETCM_disease_id_3895,disease_is,disease
476,HN3126,ETCM_disease_id_3482,disease_is,disease
477,HN3126,ETCM_disease_id_1578,disease_is,disease
478,HN3126,ETCM_disease_id_318,disease_is,disease
479,HN3126,ETCM_disease_id_2749,disease_is,disease
480,HN3126,ETCM_disease_id_522,disease_is,disease
481,HN3126,ETCM_disease_id_769,disease_is,disease
482,HN3126,ETCM_disease_id_3410,disease_is,disease
483,HN3126,ETCM_disease_id_60,disease_is,disease
484,HN3126,ETCM_disease_id_577,disease_is,disease
485,HN3126,ETCM_disease_id_1643,disease_is,disease
486,HN3126,ETCM_disease_id_3346,disease_is,disease
487,HN3126,ETCM_disease_id_1951,disease_is,disease
488,HN3126,ETCM_disease_id_3579,disease_is,disease
489,HN3126,ETCM_disease_id_3425,disease_is,disease
490,HN3126,ETCM_disease_id_1477,disease_is,disease
491,HN3126,ETCM_disease_id_3353,disease_is,disease
492,HN3126,ETCM_disease_id_722,disease_is,disease
493,HN3126,ETCM_disease_id_1677,disease_is,disease
494,HN3126,ETCM_disease_id_2629,disease_is,disease
495,HN3126,ETCM_disease_id_356,disease_is,disease
496,HN3126,ETCM_disease_id_1843,disease_is,disease
497,HN3126,ETCM_disease_id_2459,disease_is,disease
498,HN3126,ETCM_disease_id_1803,disease_is,disease
499,HN3126,ETCM_disease_id_2826,disease_is,disease
500,HN3126,ETCM_disease_id_758,disease_is,disease
501,HN3126,ETCM_disease_id_1072,disease_is,disease
